tweet_id,user_id,hash_vector,mention_vector,like_count,retweet_count,time,pos_emotion,neg_emotion
1207005742605180929,415aeb1882aab7327a9349eccefbde13,MeToo,metoo movement|sexual misconduct,8,8,2019-12-17T19:32:48,0.0,0.0
1208696805795532800,2077b9e137dcbdff43d4e77120e50c32,MeToo,metoo|shiori ito,0,0,2019-12-22T11:32:29,0.5,0.75
1212084627386425344,e5643634b4dee04c99734a85e64508b6,Brexit|IBelieveHer|London|Metoo|UK|happynewyear2020,ayia napa|brexit|fair trial|london|metoo,1,2,2019-12-31T19:54:29,0.25,0.75
1203412900171284480,0377336a9e433fcc41185ff412bfcaf0,METOO,metoo,157,6,2019-12-07T21:36:08,0.0,0.0
1204512236779081728,220be9315edc969d04b0bc63e65fa305,metoo,metoo,0,0,2019-12-10T22:24:30,0.0,0.0
1205630295623507968,36694f5cad8519221ad8d822c9200313,maga|metoo|trump2020,elle|metoo,0,0,2019-12-14T00:27:16,0.0,0.25
1206374780385013760,8b974a5ccb54af0097555e60326ca2fa,metoo,metoo|rape culture|sexual assault|victim blaming,0,0,2019-12-16T01:45:35,0.25,0.75
1208612641033400321,b92b530d518b8bcce22f2c0f7b7c6c1b,metoo|nikocadoavocadoisoverparty,logan paul|metoo movement,113,44,2019-12-22T05:58:03,0.0,0.25
1208847205748088832,29fc6f98710433e0e0cada38c8c4802a,MeToo,metoo|women s history month,464,148,2019-12-22T21:30:07,0.25,0.0
1210467087304536064,07ceb62a6a467d415f852a11d0fe3c37,metoo,flamingo|metoo,0,0,2019-12-27T08:46:57,0.0,0.0
1202311073938001920,dad80b162eae167a2f111e50410a1fe8,16Days|16DaysCampaign|MeToo|RatifyC190|genderbasedviolence|orangetheworld,metoo|what s happening,22,16,2019-12-04T20:37:52,0.5,0.5
1204418226651910145,f13b83804ca4aa3b37ad4691fa0afe57,ChurchToo|MeToo,lied|metoo,64,17,2019-12-10T16:10:56,0.0,0.5
1204443605391118336,d81a1219e43a3c8d8266df38d02cdf24,MeToo,metoo,0,0,2019-12-10T17:51:47,0.5,0.0
1206903933798637570,435f914bb3e2444b5b035d6e4bc9efcc,feminism|metoo,feminism|metoo,0,0,2019-12-17T12:48:15,0.0,0.0
1207775203977302035,c7efa56a956e4bff6cffbdf44d8d9e69,MeToo,hillary clinton|metoo movement|president clinton,0,0,2019-12-19T22:30:22,0.0,0.75
1200995677704249344,6a44d14b9f9b02f36214d0926fc73f33,MeToo,metoo|smh,46,12,2019-12-01T05:30:57,0.0,0.0
1201220659491291137,f4cb0531affd2ad9469c855daed0c403,JohnnyDeppisINNOCENT|abusehasnogender|justiceforjohnnydepp|metoo,domestic abuse|metoo movement,58,13,2019-12-01T20:24:57,0.0,0.75
1201959310743486464,e3a86b042eeaa1244bbe4c691fd60cec,SheSaid|metoo,metoo movement,0,0,2019-12-03T21:20:05,0.0,0.0
1202398731213180929,aeba18393ea2475c854517065b4fcb48,EntertainedNow|MeToo|today,metoo,0,0,2019-12-05T02:26:11,0.0,0.0
1204151519764828160,acf733b6293095125badd20d7ad07d55,MeToo,feminist|metoo|susan faludi|the contours|trumpism,8,4,2019-12-09T22:31:09,0.0,0.0
1205804153110515713,7356d5dee98f81eebb2173e0fcd1dee4,BiggBoss|Chhapaak|DeepikaPadukone|MeToo|SalmanKhan|ShahRukhKhan,chhapaak|metoo,11,5,2019-12-14T11:58:07,0.0,0.0
1206861156066844672,f60d28d10d6e0c4fda97c68317a80b6c,MeToo|ShameonBollywood,bikini|bollywood|epicentre|instagram|metoo,0,0,2019-12-17T09:58:16,0.0,0.5
1207014453709029377,697f3ab9d6dc0c72685e0b591498d4a7,MeToo,lithub|metoo,0,0,2019-12-17T20:07:25,0.25,0.0
1207374975088418816,bbe282daa5dfe007050bae925fd44fa1,MeToo,metoo|streaming,0,0,2019-12-18T20:00:00,0.0,0.0
1209259658025689088,3bc2a5a36749c08c92a24da3c1b0cf75,MeToo,cnn|metoo|shiori ito,3,4,2019-12-24T00:49:04,0.25,0.75
1210297792477855744,c4f55a9cfd2abfb6a4bdd4290ac9c26a,MeToo|NewMexicoMedia|SexualAssault|nmpol,metoo,7,8,2019-12-26T21:34:14,0.0,0.0
1211348243470331905,94aade5e79eb008e91ef7c0ae21d237b,Metoo,gop|gun control|independents|latinos|metoo|millennial,0,0,2019-12-29T19:08:21,0.0,0.0
1211442128762626048,6a88beb99ddf9863d73c91c53c9ad9b3,metoo,metoo movement,0,0,2019-12-30T01:21:25,0.0,0.0
1203634504834797569,77eaed7752a59318bb664314a66926d1,MeToo|ShahRukhKhan,metoo movement|shah rukh khan,1,2,2019-12-08T12:16:43,0.0,0.0
1204413565769117697,a6a762861ea616456cae8edc0c032c80,ACLU|BrianKemp|GOP|Georgia|MeToo|SCOTUS,aclu|georgia|metoo|personhood|reproductive rights|scotus,0,0,2019-12-10T15:52:25,0.25,0.0
1207569683093708800,bf38f35066333a80629c019ba8f0fc6f,SafeSpace|inept|metoo,metoo|superiority complex,0,0,2019-12-19T08:53:42,0.5,0.75
1208130046264795136,47ec548aee7facee04874821f8b1828a,MeToo,hashtags|metoo,0,0,2019-12-20T22:00:23,0.0,0.0
1210289177897701376,5d9cb8e0aa118bf2e121c3f22bbb41b2,metoo,kevin spacey|metoo|sexual violence,81,22,2019-12-26T21:00:00,0.0,1.0
1212145576474599424,66703dd29d3cfbf6b07fdd5ea394acd8,CORPGOV|FCPA|GE|MeToo,fbi|metoo|potus|seema|whistleblower,0,0,2019-12-31T23:56:40,0.0,0.75
1203032841141071872,b262a33cd0e9befca63738a5c0f4155c,MeToo,extortion|metoo,415,228,2019-12-06T20:25:55,0.25,0.75
1203441623859752960,66703dd29d3cfbf6b07fdd5ea394acd8,CORPGOV|FCPA|GE|MeToo,fbi|metoo|potus|seema|whistle blower,0,1,2019-12-07T23:30:16,0.0,0.75
1204714284812402689,ceb233f5a1d250ae8f4e88378f9f4ea6,metoo,metoo|need for speed,0,0,2019-12-11T11:47:22,0.25,0.0
1204886087694467074,2e86accd4d8cfb1d81065295f7260724,EndVAW|MeToo|sexualharassment,metoo,0,0,2019-12-11T23:10:03,0.25,0.0
1207180156579631104,1034ec4456e27be5c478d2816d502f96,MeToo,japan|journalist|kyodo|metoo,11,10,2019-12-18T07:05:52,0.0,0.75
1209871265445613568,9f3f67a73ee2d29ddf2f9c8a537049b4,MeToo,metoo,0,0,2019-12-25T17:19:22,0.0,0.75
1210580887164870656,64006959a9e7c4d74c4952702c634883,METOO,cranston|metoo,0,0,2019-12-27T16:19:09,0.0,0.5
1211376452626796544,6f617ef42719020ca9d894f9de451837,Hero|metoo,metoo movement|serbia|sexual abuse,9,4,2019-12-29T21:00:27,0.5,0.75
1211730818500112385,587ee44395dde40b90432259381bddb4,MeToo,metoo|ris,0,0,2019-12-30T20:28:34,0.25,0.5
1201054299851083781,c5bf745a0ff8e3d10d1424ae4554366d,MeToo,metoo movement|michael bloomberg|photo essay,5,3,2019-12-01T09:23:54,0.0,0.5
1201849747134468096,065085cab2104816ff52cd5ddce96142,Freedom|Healing|Health|LovingAndCelebratingMen|MeToo|MenToo|MyLifeWasNeverTheSameAfter|MyMeTooHealing|TuesdayMorning|TuesdayMotivation|TuesdayThoughts|tuesdayvibes,metoo,0,0,2019-12-03T14:04:43,0.75,0.0
1202264378516619265,41eee6234b5de4cfea3ba170d8eafff9,Metoo,dems|metoo,2,1,2019-12-04T17:32:19,0.5,0.0
1202449283850670085,0bbe5eafb3761649d093f92d7f1d93b5,LivingWage|MeToo|UnskilledLabor|healthcare,metoo|on your feet|sexually harassed,9,3,2019-12-05T05:47:04,0.5,0.5
1203489724775751680,2c2ac4a81d318cfebdaeccabdf645594,CA25|Cenk2020|MeToo,metoo,3,4,2019-12-08T02:41:24,0.25,0.25
1204766390638534656,a6a7c4cf59dd473f9aa8d26aac575f3d,NeverAgain|TimesUp|metoo,metoo|the whole world is watching,0,0,2019-12-11T15:14:25,0.0,0.0
1205672297379577861,435f914bb3e2444b5b035d6e4bc9efcc,feminism|metoo,feminism|gender equality|metoo,0,0,2019-12-14T03:14:10,0.0,0.0
1207942993271042048,0b11a82f022aa25ce33b5058aadbe3ab,MeToo,metoo movement,35,13,2019-12-20T09:37:06,0.0,0.75
1210183663004127232,ecd7eb78b322725d3c7f6dbcf39cf69b,APpsych|SIOP|hr|inclusion|iopsych|iopsychmemes|metoo|psychmemes|psychology|psychologymemes|sexualharassment,metoo|psychology|sexually harassed,2,2,2019-12-26T14:00:44,0.0,0.5
1210822550357340161,d8f5ab84afc0ee131f3a73b1ee16873a,MeToo,bloomberg|metoo|wall street,0,0,2019-12-28T08:19:26,0.0,0.0
1201328244131188736,d8d5c0d827d0d0216b54ef61334b4efe,MeToo,journalist|metoo,0,0,2019-12-02T03:32:27,0.0,0.25
1204893625080922112,0879494bc5555400766a22270e442495,MeToo,megan rapinoe|metoo,0,1,2019-12-11T23:40:00,0.0,0.75
1205103430269841408,e0838f7c98f86612a6a6405ec7c17638,metoo|paymetoo,harvey weinstein|metoo|slate,94,55,2019-12-12T13:33:42,0.0,0.0
1205219275515891712,7bd874a4aaac1349844339145b38d741,Gravitas|MeToo,harvey weinstein|metoo,35,11,2019-12-12T21:14:01,0.0,0.25
1206923894495436800,667950266a51f0565428a45375300f31,MeToo|buzzfeed,buzzfeed|metoo,0,0,2019-12-17T14:07:34,0.0,0.0
1207947233368268800,1034ec4456e27be5c478d2816d502f96,Metoo,kyodo|metoo|rape,0,0,2019-12-20T09:53:57,0.0,0.75
1201451040777920514,744adadf7ded0880181497cecd6c61e2,meToo,mandisa|metoo,0,0,2019-12-02T11:40:24,0.25,0.0
1202099143403028480,cc77fbfc6a5433be90a671fdcdf52c71,MAGA|metoo,liberalism|metoo movement|potus|sex slaves,1,2,2019-12-04T06:35:44,0.0,0.5
1202175117742268417,fe5c8c47c5c8807c93a288377655ecdc,BelieveSurvivors|Cyprus|MeToo|RAPE|RapeCulture|SEXUALASSAULT|TimesUp|VAWA|VisitCyprus|feminism|feminism2020|sexualviolence|whyididntreport,cyprus|feminism|metoo|rape|retweet,42,33,2019-12-04T11:37:38,0.0,0.75
1203157918041817088,4cfbc7726d951c44a22ae9f2f19d345c,HyderabadEncounter|MeToo,crucified|metoo,53,53,2019-12-07T04:42:55,0.25,0.75
1204550048421310464,297d867865ad5d2629abb5a2784e53d0,MeToo,metoo|sexual misconduct,0,0,2019-12-11T00:54:45,0.0,0.0
1204606260517244930,86508d82d22159a1144f64e393a55f63,Japanese|Therapist|fitness|handjob|metoo,handjob|metoo|miura,0,0,2019-12-11T04:38:07,0.0,0.0
1204895969462108161,cc7e0f47e812309ebc71e15bb2d0df27,Hollywood|MeToo,hollywood|metoo,0,0,2019-12-11T23:49:19,0.0,0.0
1205207161657278464,1c47655115ea0fdbdba97263fd6e032b,metoo,hollywood|metoo,0,0,2019-12-12T20:25:53,0.0,0.25
1208154034781057024,2bffe30972943eefe182804ccb5463a4,metoo,metoo,1,1,2019-12-20T23:35:42,0.5,0.0
1210222512405127168,b4e210c01e83306f5f6690190ccbc57d,MeToo,aandaal|chinmayi|doctorate|metoo|srivilliputhur|tn|vairamuthu,3,3,2019-12-26T16:35:06,0.25,0.75
1211772052723646464,2bab9f104facd9235cfc02a09dba01e6,2020WillBeTheYearFor|BestOf2019_Pakistan|HareemShah_leaks|IndiaDoesNotSupportCCA|MeToo|NewYearsEve|Pakistani|earthquake|robinhood,kashmir|metoo|muslim|pakistan|robinhood,0,0,2019-12-30T23:12:25,0.0,0.0
1201793700453634048,c8b2f36b06e5f1803c240e86b906cb82,metoo,beech|carl beech|harvey proctor|lord bramall|metoo,27,16,2019-12-03T10:22:01,0.25,0.0
1206649542780829697,4d664b7c320d2b534c9efeedcdd21c73,MeToo,metoo,145,35,2019-12-16T19:57:24,0.0,0.0
1207421307157135365,61456d4a78a2b6cfb14bff9115100227,MeToo,metoo movement|psychological pain|shiori ito,105,44,2019-12-18T23:04:07,0.0,0.75
1207710648114851841,da1a3a51ba9501f098b40547ca76c2d7,HelpMeMynation|Metoo,feminist|metoo|propaganda,5,13,2019-12-19T18:13:51,0.0,0.0
1211692337031766021,fc1074aad86be7369cdaa14a01573d80,HameedHaroon|metoo,dawn com|hameed haroon|metoo|whatsapp,426,225,2019-12-30T17:55:39,0.0,0.0
1201075091506753536,2dbd8012947f1ad4d76fdb1acbcda3cd,16Days|BalanceTonPorc|MeToo|Niunamenos|NotOneMore|Orangetheworld|TimesUp|generationequality|unwomen,gender based violence|metoo|niunamenos|rape culture,1,1,2019-12-01T10:46:31,0.25,0.75
1201514215392993285,279da23321e7e3b055f674b16837d3ec,MeToo,harvey weinstein|metoo,0,0,2019-12-02T15:51:26,0.25,0.75
1203606604983222273,6e01900a2d15705a456a83e63d795898,AskAva|MJFam|MJInnocent|Metoo|MichaelJackson|Weinstein,metoo|rape,16,8,2019-12-08T10:25:51,0.0,0.75
1204420682592870400,6adc1e7ca3597c35140b3430400bc6fe,Interview|MeToo|RealTalk|author|authorconfession|books|heal,metoo|roy washington,7,12,2019-12-10T16:20:42,0.5,0.25
1207040070621884417,34fd115ff10da7b28bdd747a6e92d867,MeToo,cellphone|lawyer|metoo,29,18,2019-12-17T21:49:13,0.0,0.5
1207227249793130496,346ff32eaa3c09983fb2ec057816d352,MeToo,metoo,917,515,2019-12-18T10:13:00,0.0,0.0
1207300857152385027,6524eab4c1031db6288c117374214f17,MeToo,est|metoo movement|panic attacks|shiori ito,90,40,2019-12-18T15:05:29,0.0,0.75
1209761255461769216,67ebaaa8f71192543f4c38e567747018,FreeHK|HKprotests|MeToo|PoliceBrutalityHK|PoliceStatehk|StandwithHK,metoo,45,45,2019-12-25T10:02:14,0.0,0.0
1210381317986078720,89fc86963c9af45dcbcc68f1086b815f,MeToo,bollywood|metoo,0,0,2019-12-27T03:06:08,0.0,0.0
1210653403652558848,8fb0e0ff6660aa26be5b90d1607e1d8f,LosAngeles|metoo,masturbating|metoo|our women and children|vagrant,4,6,2019-12-27T21:07:18,0.0,0.0
1210979436448796677,2d1811d33a97641e92df64a81600c364,GreatReads|MeToo|TatteredCover|WomensFiction,denver|matt zane|metoo,10,21,2019-12-28T18:42:51,0.0,0.0
1201964981429780480,c53be6c53881718ea32be870e761251d,MeToo,hillary clinton|metoo|ronan farrow|zero hedge,0,0,2019-12-03T21:42:37,0.25,0.25
1203419951937265664,81ec48d087d8394759e868ac0b45d995,MeToo,metoo|tweet,0,0,2019-12-07T22:04:09,0.25,0.25
1204445467670728705,eb39d36c3bcf36e3c8f225a5252116fc,metoo,metoo|strath,0,0,2019-12-10T17:59:11,0.25,0.75
1204459586759151616,8e1117d97372ef05d688a20f677db9a1,metoo,metoo,145,9,2019-12-10T18:55:17,0.0,0.0
1209756953897029632,72bd55ad78f8c37e8741af8a4f721496,metoo|workhappy,metoo,0,0,2019-12-25T09:45:08,0.25,0.0
1211348458994450432,a278dbb178543905efc46b24d4a98669,metoo|youtoo,cathartic|metoo|youtoo,1,1,2019-12-29T19:09:13,0.0,0.5
1202180269937172486,881187bd6b94c015c420dab755f15016,MeToo,lydia wilson|metoo movement|the duchess of malfi,26,5,2019-12-04T11:58:06,0.0,0.0
1202651034948194311,7786bbbf27d0c979073a69a836b64f52,MichaelJackson|metoo,metoo,53,22,2019-12-05T19:08:45,0.5,0.0
1202928546156601345,9c26c8d40c34f00877b9fdadf41b128d,December6|MeToo|VAW,metoo,67,41,2019-12-06T13:31:29,0.5,0.75
1204428470446632960,9a5a98163bcf26d57da0f7740f400fbd,MeToo,metoo movement|warp,0,1,2019-12-10T16:51:39,0.0,0.5
1207177334853271553,65c3edbd173c1a8625267344e5bf9a0a,MeToo,metoo movement,119,27,2019-12-18T06:54:39,0.5,0.5
1207370301874425857,2a5644ff0a8d178aa5ea8b6c5c0fc7a2,metoo|trivia|womeninstem,metoo movement|so much fun,14,7,2019-12-18T19:41:26,0.5,0.25
1208907087230767106,a4ce2d2f5f23994b976353791601b498,MeToo|metoomovement,metoo|sexually assaulted,0,0,2019-12-23T01:28:04,0.0,1.0
1208925877729452033,a549af90c6575586e19a489255aba0ff,MeToo|Pedogate|Pizzagate|QAnon|QAnons|QArmy,metoo|pizzagate|qanon,0,0,2019-12-23T02:42:44,0.0,0.0
1210575897780084738,bc2e8a367e13a543a59b1fd42a398045,ClimateEmergency|LGBTQ|WomensRights|fairelections|guncontrol|healthcare|metoo,lgbtq|metoo,4,4,2019-12-27T15:59:20,0.25,0.0
1211439972881842176,f477685ed4d89cbf37c19d705c45f1de,MAGA|MeTOO|Mtnews|Resist,abraham lincoln|baby boomers|metoo|millennials|telephone booth|thomas merton,0,0,2019-12-30T01:12:51,0.25,0.25
1202281919255392257,0d6ab8b45a3104af60993401c7f52dd2,MeToo,alicia menendez|metoo,26,9,2019-12-04T18:42:01,0.5,0.0
1202688240538357760,b31c565fe55312add3bfac983d96cca8,Metoo,metoo,1,1,2019-12-05T21:36:36,0.25,0.0
1203456458442100736,ab3f8f301d1186be87fa0820a167f736,MeToo|TimesUp,male rape|metoo|toxic masculinity,57,10,2019-12-08T00:29:13,0.0,0.75
1203606762055774208,06c07e3143d8f611dfaf04a780bfe00e,MeToo,bollywood|metoo movement,0,0,2019-12-08T10:26:28,0.0,0.0
1205956969011519491,ce5681c8dce631bdba09b2dd395d4904,IAmHer|MeToo|SayHerName,dead or alive|kindergarten|metoo,0,0,2019-12-14T22:05:21,0.25,0.75
1206385803011776513,a6f8daa63a96e0821e19d0e64279e2c1,MeToo,amp society|metoo|prob,0,0,2019-12-16T02:29:23,0.25,0.75
1209814180989034499,3db4dc7e767c0537ab83657b9961538b,MeToo,metoo|the morning show,0,0,2019-12-25T13:32:32,0.0,1.0
1211995600725716995,0507f630d1a80355158c07a4f4555b8c,MeToo|RecyTaylor,i am somebody|metoo,0,0,2019-12-31T14:00:43,0.0,0.75
1200937880295743488,3f4d8bf830eefb79c22fd5921e42d056,MeToo,masturbation|metoo,0,0,2019-12-01T01:41:17,0.0,0.75
1202631749945004032,35af40958a114c9be22135beff0de062,metoo,metoo,0,0,2019-12-05T17:52:07,0.0,0.75
